Wall time,Step,Value
1684260449.6842158,5,0.033034056425094604
1684260450.5995061,18,0.07241582125425339
1684260451.0369368,24,0.06508626788854599
1684260452.1606207,40,0.01011768076568842
1684260452.2855577,42,0.014855553396046162
1684260452.4972486,45,0.0067823901772499084
1684260452.6378732,47,0.005796842277050018
1684260453.0995057,53,0.007465701550245285
1684260453.349449,56,0.010757510550320148
1684260454.4003584,71,0.004843532107770443
1684260454.619069,74,0.003719932632520795
1684260454.9643064,79,0.0033699623309075832
1684260455.5267124,87,0.007264495361596346
1684260456.0920498,94,0.0034357034601271152
1684260456.8796117,102,0.00599656393751502
1684260457.1645617,105,0.0027592324186116457
1684260457.2582908,106,0.0029604164883494377
1684260457.986504,113,0.0020821637008339167
1684260459.2545776,126,0.001515961135737598
1684260460.5228143,139,0.0044526648707687855
1684260461.3038757,150,0.001518608070909977
1684260461.665637,155,0.001926109311170876
1684260461.887219,158,0.0017123487778007984
1684260462.5433602,167,0.0018650774145498872
1684260462.6214201,168,0.0016023729695007205
1684260463.342496,178,0.0010976862395182252
1684260463.6861665,183,0.0009475392871536314
1684260463.8423808,185,0.0013180864043533802
1684260463.9048607,186,0.0011972483480349183
1684260464.1938188,190,0.001052359351888299
1684260464.7741468,198,0.0012077470310032368
1684260465.3365152,206,0.0020105522125959396
1684260465.4145875,207,0.000993909896351397
1684260465.7506416,212,0.0014094884973019361
1684260466.516125,223,0.0008691450930200517
1684260466.9300938,229,0.0009729268494993448
1684260467.2737517,234,0.0010379486484453082
1684260467.476795,237,0.0007255133241415024
1684260468.2969935,249,0.0008836400229483843
1684260468.6875298,255,0.0008572012302465737
1684260469.0624774,260,0.0015891683287918568
1684260469.5389507,267,0.0013636512449011207
1684260469.8281128,271,0.0006144886719994247
1684260469.968668,273,0.0013297845143824816
1684260471.298117,292,0.0010565207339823246
1684260471.6573756,297,0.0007307975320145488
1684260471.7198942,298,0.0008712689741514623
1684260472.0635586,303,0.0007509817951358855
1684260472.4306595,308,0.0019213631749153137
1684260472.571251,310,0.0011144120944663882
1684260473.118,318,0.0008699870086275041
1684260473.1961045,319,0.0009096504654735327
1684260473.695984,326,0.002020257757976651
1684260473.9853756,330,0.0012256805785000324
1684260474.5946078,339,0.0013522080844268203
1684260475.172988,347,0.0022217347286641598
1684260476.266476,363,0.0010785340564325452
1684260476.5570123,367,0.0010633023921400309
1684260476.978743,373,0.0010659612016752362
1684260477.2443051,377,0.002037511207163334
1684260477.3848991,379,0.0010395979043096304
1684260480.3447058,421,0.0010305128525942564
1684260480.4072306,422,0.0018516503041610122
1684260480.5403078,424,0.0012640891363844275
1684260480.962042,430,0.0011220081942155957
1684260481.580559,439,0.0010463830549269915
1684260481.7211487,441,0.0009102086187340319
1684260481.7915466,442,0.001127354335039854
1684260481.9946623,445,0.0012168057728558779
1684260482.4163976,451,0.0014102794229984283
1684260483.0256283,460,0.0010673698270693421
1684260483.2443295,463,0.0013534862082451582
1684260483.2992024,464,0.0026501391548663378
1684260484.0021608,474,0.0028114086017012596
1684260485.571991,491,0.0069474950432777405
1684260485.8063037,493,0.006262144539505243
1684260486.9148636,507,0.0015870890347287059
1684260487.2741196,512,0.0022062768694013357
1684260487.4852529,514,0.004755782894790173
1684260487.7846766,517,0.0024702756199985743
1684260488.3777773,525,0.0028432037215679884
1684260488.808258,531,0.0055366987362504005
1684260489.0113373,533,0.005079084075987339
1684260489.339383,536,0.004278264939785004
1684260489.823642,542,0.0014867990976199508
1684260490.1777186,547,0.0013054285664111376
1684260491.0536516,557,0.0016218139789998531
1684260491.564569,563,0.006745715159922838
1684260492.083359,569,0.004414916504174471
1684260492.3645399,573,0.00474050035700202
1684260492.7863123,579,0.0036754945758730173
1684260492.9448826,581,0.0034218658693134785
1684260493.0229812,582,0.0011638583382591605
1684260493.163574,584,0.004093341529369354
1684260493.3041313,586,0.0031152700539678335
1684260493.3666165,587,0.0012231667060405016
1684260493.7968688,592,0.0011943032732233405
1684260493.874977,593,0.004930064547806978
1684260494.6511753,602,0.0009590636473149061
1684260495.0603018,608,0.00414504949003458
1684260495.2038217,610,0.001281324541196227
1684260495.6076767,615,0.0015976345166563988
1684260495.9805532,620,0.0011355499736964703
1684260496.1678922,622,0.0010589282028377056
1684260497.0326285,634,0.004320284817367792
1684260497.5504756,641,0.0019116674084216356
1684260497.6139736,642,0.0008420923259109259
1684260497.754561,644,0.004033619072288275
1684260497.910774,646,0.0021196252200752497
1684260497.9732585,647,0.0009326774743385613
1684260498.0982316,649,0.0033898167312145233
1684260498.9962938,661,0.0016281449934467673
1684260499.19937,664,0.0036202657502144575
1684260499.5042725,668,0.0040916441939771175
1684260499.6998408,671,0.0015109770465642214
1684260499.9394364,674,0.0037950279656797647
1684260500.2831116,678,0.005008784122765064
1684260500.4011416,679,0.004159283358603716
1684260500.7019196,683,0.004010316450148821
1684260501.0818608,688,0.005702481139451265
1684260501.883212,699,0.0023798078764230013
1684260502.205748,703,0.00594613142311573
1684260502.4493651,706,0.0017973289359360933
1684260503.0864894,714,0.0035705205518752337
1684260503.381045,718,0.005052738822996616
1684260503.6895812,721,0.0015122212935239077
1684260503.7833111,722,0.0007457214524038136
1684260503.8614173,723,0.004218610469251871
1684260504.3456798,730,0.0007223851862363517
1684260504.7942986,736,0.0011356692994013429
1684260504.9404075,738,0.004907186143100262
1684260505.0029225,739,0.003917779307812452
1684260505.2920575,743,0.0040021841414272785
1684260505.588858,747,0.0006378957186825573
1684260505.9049659,751,0.0010531144216656685
1684260505.9848585,752,0.00063224759651348
1684260506.2972848,756,0.0011941324919462204
1684260507.0681446,765,0.0006158362957648933
1684260507.3911338,769,0.003942134324461222
1684260507.469272,770,0.0005826491396874189
1684260507.5317698,771,0.0011334297014400363
1684260507.675595,773,0.004253941588103771
1684260507.7537038,774,0.0037070750258862972
1684260508.1910985,780,0.00044466613326221704
1684260508.5857487,784,0.003423730842769146
1684260508.648236,785,0.0005100271664559841
1684260508.8044837,787,0.00045424874406307936
1684260508.9450374,789,0.0036943114828318357
1684260509.1637805,792,0.0005901847616769373
1684260509.2588599,793,0.003938914742320776
1684260509.3370004,794,0.0032683860044926405
1684260509.399452,795,0.0004671573406085372
1684260509.692362,798,0.004588669165968895
1684260510.0111501,802,0.0005026865401305258
1684260510.3904767,807,0.0004969484289176762
1684260510.50677,808,0.0034573122393339872
1684260510.6120691,809,0.0026114548090845346
1684260511.128224,815,0.00041611131746321917
1684260512.33404,832,0.0004778811417054385
1684260512.6286252,836,0.0007552968454547226
1684260512.7848377,838,0.0035811669658869505
1684260513.2963333,843,0.0038921807426959276
1684260515.3980114,867,0.00041746022179722786
1684260515.5698476,869,0.0029796678572893143
1684260516.111813,874,0.0032245391048491
1684260516.3305106,876,0.0005907489103265107
1684260516.7786987,880,0.00029505015118047595
1684260517.0773172,882,0.0004324918263591826
1684260517.9958751,890,0.0003384828451089561
1684260518.639536,896,0.000532980659045279
1684260519.2861106,900,0.0003277409414295107
1684260520.1502154,907,0.0003934802662115544
1684260520.4064307,909,0.0028845183551311493
1684260521.0807683,915,0.0002573436649981886
1684260521.2369812,917,0.00031347174081020057
1684260521.4709089,920,0.0003116607549600303
1684260521.7208536,923,0.003617044072598219
1684260522.3722737,931,0.0004750861262436956
1684260522.4659986,932,0.0003559247707016766
1684260522.7175772,935,0.00034940362093038857
1684260523.186216,942,0.0009897579438984394
1684260523.3915136,945,0.00032915404881350696
1684260524.016996,954,0.0004999020602554083
1684260524.300638,958,0.0004027494869660586
1684260524.519302,961,0.0006921443273313344
1684260524.581782,962,0.0007958125206641853
1684260525.3003616,971,0.002445625141263008
1684260525.3628485,972,0.0002985468599945307
1684260525.65161,976,0.0010601705871522427
1684260525.8077886,978,0.0007547702407464385
1684260525.8702757,979,0.0004400251782499254
1684260526.182699,983,0.00035137616214342415
1684260526.2451866,984,0.0004248456098139286
1684260526.5034077,987,0.00030090330983512104
1684260526.5815535,988,0.00020974042126908898
1684260527.18289,996,0.0002585674519650638
1684260527.589042,1000,0.0013273091753944755
1684260527.7714725,1002,0.0002403381367912516
1684260527.9286594,1004,0.0005902386037632823
1684260528.0692668,1005,0.0005406083073467016
1684260528.8666408,1014,0.0011939217802137136
1684260529.1165814,1017,0.0002909222384914756
1684260529.7271063,1025,0.0005206454079598188
1684260529.8832846,1027,0.001030312036164105
1684260530.2269528,1032,0.00037622221861965954
1684260530.6174853,1037,0.0001880838826764375
1684260531.1186223,1044,0.0012120644096285105
1684260532.0402749,1057,0.0011805262183770537
1684260532.463368,1063,0.0011516277445480227
1684260532.666444,1066,0.0012007137993350625
1684260532.8070364,1068,0.0007340084412135184
1684260533.0898733,1072,0.0003782438870985061
1684260533.3554296,1076,0.0012402990832924843
1684260533.4960206,1078,0.00028108758851885796
1684260533.8567913,1083,0.0004712573136202991
1684260533.919273,1084,0.0011988269397988915
1684260533.9817574,1085,0.0009598668548278511
1684260534.5441663,1093,0.0007001567864790559
1684260534.9502773,1099,0.0003350627375766635
1684260535.2391562,1103,0.000505182018969208
1684260535.3016846,1104,0.00047464153612963855
1684260535.3641264,1105,0.0004544185067061335
1684260535.988978,1114,0.0014890417223796248
1684260536.3326464,1119,0.0009956300491467118
1684260537.324673,1133,0.0006393543444573879
1684260537.465262,1135,0.0004953155294060707
1684260538.8718593,1155,0.0013367828214541078
1684260538.9343395,1156,0.0005637507420033216
1684260539.2077603,1160,0.0013700580457225442
1684260539.2702546,1161,0.0003849287750199437
1684260539.3483558,1162,0.00039092206861823797
1684260540.5982842,1180,0.0003266920684836805
1684260540.9263334,1185,0.003179566701874137
1684260541.4105918,1192,0.00020981823035981506
1684260541.4887002,1193,0.0006048089126124978
1684260541.9104774,1199,0.0004279318090993911
1684260542.0590067,1201,0.001431003212928772
1684260542.4026892,1206,0.0002706603554543108
1684260542.5432708,1208,0.001105558592826128
1684260544.185209,1232,0.0005564050516113639
1684260544.325799,1234,0.00031773807131685317
1684260544.4663942,1236,0.0006887048948556185
1684260545.0370653,1244,0.0005966136232018471
1684260545.2401798,1247,0.0003436139377299696
1684260545.8025103,1255,0.0002831285528372973
1684260546.0229812,1258,0.0004899543710052967
1684260546.216536,1261,0.0008364436216652393
1684260547.1305153,1274,0.0004242057038936764
1684260547.6225529,1281,0.0005475277430377901
