Wall time,Step,Value
1682349351.4014163,18,0.0014942340785637498
1682349351.448286,24,0.0001738488645059988
1682349351.6679575,40,0.0073843421414494514
1682349351.7056613,42,0.0805998221039772
1682349351.7525818,45,0.06590171903371811
1682349351.8997138,56,0.0021740130614489317
1682349352.1311443,71,0.047032855451107025
1682349352.1623864,74,0.03896947577595711
1682349352.3314984,94,0.05177396535873413
1682349352.4851656,106,0.11758340895175934
1682349352.7008958,126,0.05724213272333145
1682349353.0194259,155,0.04709098860621452
1682349353.0350454,158,0.12329619377851486
1682349353.1327868,167,0.0019255072111263871
1682349353.3176823,183,0.045646313577890396
1682349353.3333347,185,0.008188801817595959
1682349353.887297,229,0.013746106997132301
1682349353.9497821,234,0.007311362307518721
1682349354.1187863,249,0.017361551523208618
1682349354.172154,255,0.00999403279274702
1682349354.2190254,260,0.03327794745564461
1682349354.2880292,267,0.0544581301510334
1682349354.348193,273,0.009418177418410778
1682349354.673032,308,0.05408841371536255
1682349354.6886606,310,0.07909154891967773
1682349354.8045363,318,0.10195012390613556
1682349354.9891458,339,0.003523388644680381
1682349355.1354542,347,0.09560499340295792
1682349355.415085,367,0.03383674845099449
1682349355.9146924,421,0.06568565964698792
1682349355.9146924,422,0.038467589765787125
1682349356.0774214,439,0.061580121517181396
1682349356.114775,442,0.049573708325624466
1682349356.1795635,445,0.0765686109662056
1682349356.4972515,460,0.05614004284143448
1682349356.5476172,463,0.03908952698111534
1682349356.5677185,464,0.003911526408046484
1682349356.7286692,474,0.014837554655969143
1682349357.0207615,493,0.007898581214249134
1682349357.3303812,514,0.06504960358142853
1682349357.5773816,531,0.044391002506017685
1682349357.6486783,536,0.05845164135098457
1682349358.0940306,563,0.008831304498016834
1682349358.2329445,573,0.06661324948072433
1682349358.3132806,579,0.056969817727804184
1682349358.413521,586,0.0632115826010704
1682349358.4291492,587,0.056187953799963
1682349358.9269342,620,0.028390485793352127
1682349358.9560697,622,0.03223215788602829
1682349359.13405,634,0.06699009239673615
1682349359.2365844,641,0.024082735180854797
1682349359.2562122,642,0.008499751798808575
1682349359.287462,644,0.02512604370713234
1682349359.3187044,647,0.019879788160324097
1682349359.3564548,649,0.09189248085021973
1682349359.5078166,661,0.02490450255572796
1682349359.6036234,671,0.03982577472925186
1682349360.039489,714,0.00887029804289341
1682349360.1578655,722,0.0602937713265419
1682349360.2203877,730,0.0091696260496974
1682349360.289421,739,0.040517374873161316
1682349360.4066446,752,0.058560486882925034
1682349360.4379125,756,0.0269992183893919
1682349360.5258174,765,0.07380237430334091
1682349360.5585387,769,0.09970047324895859
1682349360.5741644,771,0.032212644815444946
1682349360.589788,773,0.1034972295165062
1682349360.6588078,780,0.09005936235189438
1682349360.708862,785,0.01828509196639061
1682349360.740111,787,0.00739172101020813
1682349360.8056087,792,0.03133295103907585
1682349360.8368514,794,0.03421645984053612
1682349360.8994238,798,0.004825789015740156
1682349360.959712,802,0.05171705409884453
1682349361.0422702,808,0.03212474286556244
1682349361.0623975,809,0.06340288370847702
1682349361.3899415,832,0.008310380391776562
1682349361.4524288,836,0.061268407851457596
1682349361.8555489,869,0.0020436320919543505
1682349361.9245179,876,0.04271119832992554
1682349362.008943,882,0.048863451927900314
1682349362.2094285,896,0.08471374958753586
1682349362.2562923,900,0.023616140708327293
1682349362.3311841,907,0.07184046506881714
1682349362.3468065,909,0.04099935665726662
1682349362.4098327,917,0.07110146433115005
1682349362.541287,931,0.063629150390625
1682349362.541287,932,0.06686132401227951
1682349362.641436,942,0.10282614082098007
1682349362.6570852,945,0.030448555946350098
1682349362.7416778,954,0.08072274923324585
1682349362.8107007,962,0.04511842876672745
1682349362.8949633,971,0.04047494754195213
1682349362.9030836,972,0.061680544167757034
1682349362.9655695,978,0.010987590067088604
1682349362.981192,979,0.019128497689962387
1682349363.06088,984,0.06933899968862534
1682349363.3112447,1002,0.027903085574507713
1682349363.3424883,1005,0.01113418210297823
1682349363.446499,1014,0.013961166143417358
1682349363.7963848,1044,0.016449913382530212
1682349363.9434955,1057,0.03483995422720909
1682349364.0124943,1063,0.00988263264298439
1682349364.0437362,1066,0.030520418658852577
1682349364.0593581,1068,0.03887263685464859
1682349364.0971386,1072,0.0002861797984223813
1682349364.1596322,1078,0.08885542303323746
1682349364.1973789,1083,0.0026975274085998535
1682349364.2899826,1093,0.017908906564116478
1682349364.3444216,1099,0.006050384137779474
1682349364.3756332,1104,0.10084636509418488
1682349364.470867,1114,0.01141063030809164
1682349364.845433,1156,0.05711791664361954
