Wall time,Step,Value
1681228144.450676,18,32.869964599609375
1681228144.4975696,24,12.500185012817383
1681228144.638129,40,6.118213176727295
1681228144.6537857,42,5.969110488891602
1681228144.684993,45,5.839972019195557
1681228144.7787232,56,6.412529945373535
1681228144.8881052,71,4.681953430175781
1681228144.919348,74,3.113577127456665
1681228145.1082134,94,4.483956336975098
1681228145.2175977,106,3.204040765762329
1681228145.379572,126,2.667710542678833
1681228145.621461,155,1.8857730627059937
1681228145.6537142,158,2.0248799324035645
1681228145.7162058,167,1.7913480997085571
1681228145.8568337,183,1.1088491678237915
1681228145.8695872,185,1.4861767292022705
1681228146.2262948,229,1.0256425142288208
1681228146.2731566,234,0.8617973923683167
1681228146.4049225,249,0.6969401240348816
1681228146.4674084,255,0.936154305934906
1681228146.514274,260,0.698523998260498
1681228146.5923786,267,0.8819934725761414
1681228146.6548629,273,0.8674595355987549
1681228147.0758626,308,0.6710710525512695
1681228147.107105,310,0.6158327460289001
1681228147.2476974,318,0.6252652406692505
1681228147.6692388,339,0.6817017793655396
1681228147.7942045,347,0.615302324295044
1681228148.020759,367,0.529058575630188
1681228148.5664735,421,0.5180730223655701
1681228148.5664735,422,0.5512959957122803
1681228148.7101684,439,0.5284783244132996
1681228148.7414107,442,0.6345615386962891
1681228148.7726872,445,0.5644630193710327
1681228148.918272,460,0.5325289964675903
1681228148.9910443,463,0.4509366750717163
1681228149.0066433,464,0.5493130683898926
1681228149.147222,474,0.48187243938446045
1681228149.3279026,493,0.45884108543395996
1681228149.5034673,514,0.5440364480018616
1681228149.6467721,531,0.469425231218338
1681228149.6841204,536,0.540478527545929
1681228149.902852,563,0.5111103653907776
1681228149.980927,573,0.4605059325695038
1681228150.0434124,579,0.5694377422332764
1681228150.090276,586,0.4835631847381592
1681228150.1058972,587,0.4662734866142273
1681228150.360949,620,0.40846067667007446
1681228150.376539,622,0.4497517943382263
1681228150.4858894,634,0.4101812243461609
1681228150.563649,641,0.4219186007976532
1681228150.563649,642,0.5121681094169617
1681228150.5949242,644,0.4423195421695709
1681228150.610514,647,0.5061413049697876
1681228150.7242346,649,0.4651060700416565
1681228150.8659372,661,0.43723875284194946
1681228150.9500191,671,0.4640255570411682
1681228151.3163552,714,0.3880423307418823
1681228151.3695362,722,0.37822750210762024
1681228151.4319885,730,0.4681866765022278
1681228151.5172563,739,0.3789272904396057
1681228151.6198413,752,0.35859209299087524
1681228151.6554575,756,0.4180164933204651
1681228151.7265763,765,0.33169814944267273
1681228151.7752156,769,0.4373336732387543
1681228151.791253,771,0.37722548842430115
1681228151.800822,773,0.3876882493495941
1681228151.86201,780,0.3334718346595764
1681228151.8932223,785,0.4314160943031311
1681228151.924463,787,0.35796919465065
1681228151.955739,792,0.42844054102897644
1681228151.97136,794,0.4063453674316406
1681228152.0025697,798,0.4680142402648926
1681228152.033812,802,0.41382861137390137
1681228152.0920148,808,0.3858712315559387
1681228152.101531,809,0.444417804479599
1681228152.3244123,832,0.48026710748672485
1681228152.358336,836,0.40179115533828735
1681228152.6588538,869,0.43614283204078674
1681228152.719297,876,0.3952403962612152
1681228152.7755759,882,0.4130135774612427
1681228152.989076,896,0.3342355787754059
1681228153.015141,900,0.2961333692073822
1681228153.0775943,907,0.39489054679870605
1681228153.093215,909,0.3908012807369232
1681228153.174728,917,0.38549232482910156
1681228153.3688054,931,0.34074774384498596
1681228153.3688054,932,0.4053478538990021
1681228153.4665928,942,0.3118376135826111
1681228153.5175576,945,0.35520288348197937
1681228153.616631,954,0.346012681722641
1681228153.6998498,962,0.40824970602989197
1681228153.8066819,971,0.3249424993991852
1681228153.8066819,972,0.39034801721572876
1681228153.8713274,978,0.3344671428203583
1681228153.8911703,979,0.3415951430797577
1681228153.9389274,984,0.34338754415512085
1681228154.1125844,1002,0.2842445373535156
1681228154.1438277,1005,0.33041679859161377
1681228154.249031,1014,0.3599388301372528
1681228154.5662541,1044,0.34866631031036377
1681228154.7009869,1057,0.25607842206954956
1681228154.7749476,1063,0.24855974316596985
1681228154.8130422,1066,0.25803637504577637
1681228154.821192,1068,0.3462602198123932
1681228154.8680568,1072,0.3622671663761139
1681228154.9321141,1078,0.3119398355484009
1681228154.9875379,1083,0.3490947186946869
1681228155.0812652,1093,0.28594839572906494
1681228155.1407125,1099,0.32140684127807617
1681228155.1884701,1104,0.3724515438079834
1681228155.299338,1114,0.30334362387657166
1681228155.7383235,1156,0.2870337963104248
1681228155.7978296,1160,0.29251816868782043
1681228155.8059747,1161,0.2713363468647003
1681228155.8215966,1162,0.3115117847919464
1681228156.007089,1180,0.2427426278591156
1681228156.140247,1193,0.26080095767974854
1681228156.2810166,1206,0.2627302408218384
1681228156.5388563,1232,0.24073199927806854
1681228156.6808293,1244,0.22914531826972961
1681228156.7987845,1255,0.2144150286912918
1681228156.8300276,1258,0.25604185461997986
1681228156.8456523,1261,0.32809317111968994
1681228157.0673857,1281,0.2679134011268616
1681228157.1319926,1287,0.2294204980134964
1681228157.1877708,1294,0.2101038545370102
1681228157.2567306,1300,0.2805415093898773
1681228157.4304225,1316,0.24890029430389404
1681228157.4646106,1319,0.2109992802143097
1681228157.5899093,1330,0.29663294553756714
1681228157.6139307,1333,0.22953693568706512
1681228157.6376653,1336,0.4034704864025116
1681228157.653284,1337,0.28804102540016174
1681228158.1431377,1385,0.1925215870141983
1681228158.189506,1388,0.33063700795173645
1681228158.2150948,1391,0.19550222158432007
1681228158.231095,1392,0.1921597570180893
1681228158.4519634,1414,0.1883699595928192
1681228158.5876303,1426,0.21350830793380737
1681228158.6975145,1436,0.17543628811836243
1681228158.7372897,1440,0.29609325528144836
1681228159.00281,1465,0.1865970343351364
1681228159.0184307,1466,0.25147053599357605
1681228159.1484518,1477,0.21093514561653137
1681228159.2204745,1485,0.17870944738388062
1681228159.2696826,1489,0.25043925642967224
1681228159.289333,1491,0.18854491412639618
1681228159.6379256,1523,0.223106250166893
1681228159.684793,1527,0.18012769520282745
1681228160.048634,1552,0.20626716315746307
1681228160.2984412,1568,0.19308717548847198
1681228160.319563,1569,0.30426618456840515
1681228160.538874,1584,0.1593906432390213
1681228160.586754,1588,0.19762790203094482
1681228160.796135,1604,0.20712606608867645
1681228160.8042817,1605,0.19070939719676971
1681228161.0993385,1627,0.14535395801067352
1681228161.1639073,1632,0.21642957627773285
1681228161.2299967,1637,0.12815101444721222
1681228161.2697477,1640,0.1872485876083374
1681228161.3166127,1645,0.22515252232551575
1681228161.3480072,1648,0.1874030977487564
1681228161.487458,1660,0.2007690817117691
1681228161.5718637,1668,0.20192252099514008
1681228161.6327255,1675,0.15249955654144287
1681228161.7218294,1682,0.19413290917873383
1681228161.8204963,1691,0.2705163061618805
1681228161.851888,1695,0.1507110893726349
1681228161.8804321,1697,0.20533767342567444
1681228161.9044354,1699,0.17604564130306244
1681228161.9362345,1702,0.18192416429519653
1681228162.0039675,1709,0.19352319836616516
1681228162.1155457,1718,0.20057103037834167
1681228162.2216446,1728,0.17814496159553528
1681228162.248033,1732,0.18154071271419525
1681228162.2792761,1734,0.18041209876537323
1681228162.3105223,1737,0.1933189481496811
1681228162.3573842,1742,0.16141650080680847
1681228162.3886244,1745,0.16514110565185547
1681228162.404284,1746,0.15341708064079285
1681228162.591702,1766,0.13495098054409027
1681228162.6709998,1775,0.15950410068035126
1681228162.735118,1781,0.2036273330450058
